evidence_bucket,next_recovery_track,followup_tier,game_name,developer,game_url,canonical_game_key,best_rank,top_n_appearances,first_seen_date,last_seen_date,listing_play_count_rows,max_play_count_observed,page_gap_status,alternate_endpoint_cdx_rows,count_source_probe_status,endpoint_observations,candidates_with_cdx_rows,unresolved_failed_endpoints,recovered_count_rows,observed_categories,category_tags,platform_flags,facebook_social_candidate,classification_confidence,classification_signals,likely_added_date,likely_added_date_confidence,current_live_metric_status,latest_live_metric_attempt_date,removal_evidence_status,removal_evidence_type,observed_removed_after_date,observed_removed_by_date,removal_confidence,profile_bucket,recommended_next_action
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Mini Jumper,mafagames,http://www.kongregate.com/games/mafagames/mini-jumper,www.kongregate.com/games/mafagames/mini-jumper,2,1,2016-03-16,2016-03-16,0,0,dynamic_metrics_placeholder,785,archived_endpoint_hit_no_count,97,49,0,0,,,,no,,,2016-03-16,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2016-03-16,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Aston Martin Hidden Wheels,natalibt,http://www.kongregate.com/games/natalibt/aston-martin-hidden-wheels,www.kongregate.com/games/natalibt/aston-martin-hidden-wheels,2,1,2016-05-24,2016-05-24,0,0,dynamic_metrics_placeholder,534,archived_endpoint_hit_no_count,67,55,0,0,,escape_room,,no,low,name_or_category:escape_room,2016-05-24,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2016-05-24,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Chevrolet Cruze Puzzle,natalibt,http://www.kongregate.com/games/natalibt/chevrolet-cruze-puzzle,www.kongregate.com/games/natalibt/chevrolet-cruze-puzzle,2,1,2016-10-10,2016-10-10,0,0,dynamic_metrics_placeholder,550,archived_endpoint_hit_no_count,83,63,0,0,,,,no,,,2016-10-10,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2016-10-10,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Sky Knight,mafagames,http://www.kongregate.com/games/mafagames/sky-knight,www.kongregate.com/games/mafagames/sky-knight,2,1,2017-05-16,2017-05-16,0,0,dynamic_metrics_placeholder,782,archived_endpoint_hit_no_count,86,46,0,0,,,,no,,,2017-05-16,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2017-05-16,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Horse Racing,mafagames,http://www.kongregate.com/games/mafagames/horse-racing,www.kongregate.com/games/mafagames/horse-racing,2,1,2017-05-26,2017-05-26,0,0,dynamic_metrics_placeholder,680,archived_endpoint_hit_no_count,70,40,0,0,,racing_sports,,no,low,name_or_category:racing_sports,2017-05-26,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2017-05-26,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Britney Spears vs Child Servisous,thunderstorm38,http://www.kongregate.com/games/thunderstorm38/britney-spears-vs-child-servisous,www.kongregate.com/games/thunderstorm38/britney-spears-vs-child-servisous,2,1,2017-07-20,2017-07-20,0,0,dynamic_metrics_placeholder,3,archived_endpoint_hit_no_count,46,3,0,0,,,,no,,,2017-07-20,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2017-07-20,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Cherrie New Spring Trends,mafagames,http://www.kongregate.com/games/mafagames/cherrie-new-spring-trends,www.kongregate.com/games/mafagames/cherrie-new-spring-trends,2,1,2017-08-25,2017-08-25,0,0,dynamic_metrics_placeholder,680,archived_endpoint_hit_no_count,70,40,0,0,,,,no,,,2017-08-25,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2017-08-25,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Register Simulator,cheffplayer2,http://www.kongregate.com/games/cheffplayer2/register-simulator,www.kongregate.com/games/cheffplayer2/register-simulator,3,1,2014-09-20,2014-09-20,0,0,dynamic_metrics_placeholder,8,archived_endpoint_hit_no_count,38,4,0,0,,,,no,,,2014-09-20,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2014-09-20,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,ATV Ride 2016,rheyank,http://www.kongregate.com/games/rheyank/atv-ride-2016,www.kongregate.com/games/rheyank/atv-ride-2016,3,1,2016-08-20,2016-08-20,0,0,dynamic_metrics_placeholder,6,archived_endpoint_hit_no_count,42,6,0,0,,,,no,,,2016-08-20,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2016-08-20,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,SUV Car Cartoon Puzzle,natalibt,http://www.kongregate.com/games/natalibt/suv-car-cartoon-puzzle,www.kongregate.com/games/natalibt/suv-car-cartoon-puzzle,3,1,2016-10-10,2016-10-10,0,0,dynamic_metrics_placeholder,550,archived_endpoint_hit_no_count,94,63,0,0,,,,no,,,2016-10-10,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2016-10-10,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Boat Rush,mafagames,http://www.kongregate.com/games/mafagames/boat-rush,www.kongregate.com/games/mafagames/boat-rush,3,1,2017-05-16,2017-05-16,0,0,dynamic_metrics_placeholder,680,archived_endpoint_hit_no_count,70,40,0,0,,,,no,,,2017-05-16,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2017-05-16,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Defense Math,mafagames,http://www.kongregate.com/games/mafagames/defense-math,www.kongregate.com/games/mafagames/defense-math,3,1,2017-06-16,2017-06-16,0,0,dynamic_metrics_placeholder,684,archived_endpoint_hit_no_count,81,44,0,0,,,,no,,,2017-06-16,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2017-06-16,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,CBS:Escape from the Mall,cFreak19,http://www.kongregate.com/games/cFreak19/cbs-escape-from-the-mall,www.kongregate.com/games/cfreak19/cbs-escape-from-the-mall,3,1,2021-11-12,2021-11-12,0,0,dynamic_metrics_placeholder,2,archived_endpoint_hit_no_count,40,2,0,0,,escape_room,,no,low,name_or_category:escape_room,2021-11-12,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2021-11-12,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Simple Platformer,C00MZY,http://www.kongregate.com/games/C00MZY/simple-platformer,www.kongregate.com/games/c00mzy/simple-platformer,4,1,2014-11-11,2014-11-11,0,0,dynamic_metrics_placeholder,3,archived_endpoint_hit_no_count,53,3,0,0,,,,no,,,2014-11-11,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2014-11-11,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,DoodiaMan Find Wife,feicaigames,http://www.kongregate.com/games/feicaigames/doodiaman-find-wife,www.kongregate.com/games/feicaigames/doodiaman-find-wife,4,1,2016-01-02,2016-01-02,0,0,dynamic_metrics_placeholder,62,archived_endpoint_hit_no_count,40,10,0,0,,,,no,,,2016-01-02,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2016-01-02,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,BMW M5 E34,natalibt,http://www.kongregate.com/games/natalibt/bmw-m5-e34,www.kongregate.com/games/natalibt/bmw-m5-e34,4,1,2016-05-06,2016-05-06,0,0,dynamic_metrics_placeholder,534,archived_endpoint_hit_no_count,79,55,0,0,,,,no,,,2016-05-06,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2016-05-06,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Mr.Miner,LinhVo1611,http://www.kongregate.com/games/LinhVo1611/mr-miner,www.kongregate.com/games/linhvo1611/mr-miner,4,1,2017-05-16,2017-05-16,0,0,dynamic_metrics_placeholder,3,archived_endpoint_hit_no_count,44,3,0,0,,,,no,,,2017-05-16,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2017-05-16,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Kung Fu Adventure,thunderstorm38,http://www.kongregate.com/games/thunderstorm38/kung-fu-adventure,www.kongregate.com/games/thunderstorm38/kung-fu-adventure,4,1,2017-07-28,2017-07-28,0,0,dynamic_metrics_placeholder,3,archived_endpoint_hit_no_count,46,3,0,0,,,,no,,,2017-07-28,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2017-07-28,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Burnt Plate,Courador,http://www.kongregate.com/games/Courador/burnt-plate,www.kongregate.com/games/courador/burnt-plate,5,1,2014-10-04,2014-10-04,0,0,dynamic_metrics_placeholder,12,archived_endpoint_hit_no_count,46,1,0,0,,,,no,,,2014-10-04,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2014-10-04,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Whitewash,GraveDangerGames,http://www.kongregate.com/games/GraveDangerGames/whitewash,www.kongregate.com/games/gravedangergames/whitewash,5,1,2016-02-02,2016-02-02,0,0,dynamic_metrics_placeholder,3,archived_endpoint_hit_no_count,45,1,0,0,,,,no,,,2016-02-02,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2016-02-02,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Create your face with this stupid game,danwon67,http://www.kongregate.com/games/danwon67/create-your-face-with-this-stupid-game,www.kongregate.com/games/danwon67/create-your-face-with-this-stupid-game,5,1,2016-07-27,2016-07-27,0,0,dynamic_metrics_placeholder,9,archived_endpoint_hit_no_count,49,3,0,0,,,,no,,,2016-07-27,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2016-07-27,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Viking Workout,mobilTR,http://www.kongregate.com/games/mobilTR/viking-workout,www.kongregate.com/games/mobiltr/viking-workout,5,1,2017-11-06,2017-11-06,0,0,dynamic_metrics_placeholder,6,archived_endpoint_hit_no_count,43,6,0,0,,,,no,,,2017-11-06,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2017-11-06,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Mining Truck,xiatiandaole,http://www.kongregate.com/games/xiatiandaole/mining-truck,www.kongregate.com/games/xiatiandaole/mining-truck,6,2,2014-10-17,2014-10-18,0,0,dynamic_metrics_placeholder,54,archived_endpoint_hit_no_count,30,18,0,0,,,,no,,,2014-10-17,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2014-10-18,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Peppa Zoo Decor,lemonindieg,http://www.kongregate.com/games/lemonindieg/peppa-zoo-decor,www.kongregate.com/games/lemonindieg/peppa-zoo-decor,6,1,2014-10-13,2014-10-13,0,0,dynamic_metrics_placeholder,18,archived_endpoint_hit_no_count,49,3,0,0,,,,no,,,2014-10-13,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-06-30,live_metrics_unavailable,http_404,2014-10-13,2026-06-30,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Bubble Shooter Rotation Xmas,omkara,http://www.kongregate.com/games/omkara/bubble-shooter-rotation-xmas,www.kongregate.com/games/omkara/bubble-shooter-rotation-xmas,6,1,2015-12-18,2015-12-18,0,0,dynamic_metrics_placeholder,3,archived_endpoint_hit_no_count,32,3,0,0,,,,no,,,2015-12-18,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2015-12-18,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,American Cars Memory,natalibt,http://www.kongregate.com/games/natalibt/american-cars-memory,www.kongregate.com/games/natalibt/american-cars-memory,6,1,2017-05-25,2017-05-25,0,0,dynamic_metrics_placeholder,534,archived_endpoint_hit_no_count,87,55,0,0,,,,no,,,2017-05-25,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2017-05-25,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Naruto Suspend,thunderstorm38,http://www.kongregate.com/games/thunderstorm38/naruto-suspend,www.kongregate.com/games/thunderstorm38/naruto-suspend,6,1,2017-07-28,2017-07-28,0,0,dynamic_metrics_placeholder,3,archived_endpoint_hit_no_count,39,3,0,0,,,,no,,,2017-07-28,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2017-07-28,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
dynamic_placeholder_endpoint_archives_no_count,"Inspect archived endpoint HTML/list payloads and broaden to category, search, and developer listings.",1,Blocky Warrior,mobilTR,http://www.kongregate.com/games/mobilTR/blocky-warrior,www.kongregate.com/games/mobiltr/blocky-warrior,6,1,2017-11-06,2017-11-06,0,0,dynamic_metrics_placeholder,6,archived_endpoint_hit_no_count,33,6,0,0,,,,no,,,2017-11-06,observed_first_seen_not_launch_date,live_metrics_failed_http_404,2026-07-01,live_metrics_unavailable,http_404,2017-11-06,2026-07-01,low_game_page_not_verified,top_20_ranked_count_gaps_no_metrics,Escalate to alternate list/external sources; archived HTML defers counts to metrics.json and exact metrics endpoints have no CDX rows.
