status,followup_tier,game_name,game_url,canonical_game_key,best_rank,top_n_appearances,listing_play_count_rows,needs_game_page_history,first_seen_date,last_seen_date,cached_cdx_variants,unique_cdx_rows,parsed_page_rows,failed_page_rows,no_explicit_count_failures,network_or_fetch_failures,recommended_next_action
html_without_explicit_count,1,dat boi,http://www.kongregate.com/games/Regone/dat-boi,www.kongregate.com/games/regone/dat-boi,2,1,0,yes,2016-05-15,2016-05-15,2,18,0,2,2,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Aston Martin Hidden Wheels,http://www.kongregate.com/games/natalibt/aston-martin-hidden-wheels,www.kongregate.com/games/natalibt/aston-martin-hidden-wheels,2,1,0,yes,2016-05-24,2016-05-24,1,3,0,2,1,1,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Chevrolet Cruze Puzzle,http://www.kongregate.com/games/natalibt/chevrolet-cruze-puzzle,www.kongregate.com/games/natalibt/chevrolet-cruze-puzzle,2,1,0,yes,2016-10-10,2016-10-10,1,3,0,3,1,2,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Sky Knight,http://www.kongregate.com/games/mafagames/sky-knight,www.kongregate.com/games/mafagames/sky-knight,2,1,0,yes,2017-05-16,2017-05-16,3,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Horse Racing,http://www.kongregate.com/games/mafagames/horse-racing,www.kongregate.com/games/mafagames/horse-racing,2,1,0,yes,2017-05-26,2017-05-26,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Britney Spears vs Child Servisous,http://www.kongregate.com/games/thunderstorm38/britney-spears-vs-child-servisous,www.kongregate.com/games/thunderstorm38/britney-spears-vs-child-servisous,2,1,0,yes,2017-07-20,2017-07-20,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Cherrie New Spring Trends,http://www.kongregate.com/games/mafagames/cherrie-new-spring-trends,www.kongregate.com/games/mafagames/cherrie-new-spring-trends,2,1,0,yes,2017-08-25,2017-08-25,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
no_page_cdx_rows,1,Talking Ginger Paw Caring,http://www.kongregate.com/games/wowsomegames/talking-ginger-paw-caring,www.kongregate.com/games/wowsomegames/talking-ginger-paw-caring,2,1,0,yes,2014-08-29,2014-08-29,3,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,StormFall,http://www.kongregate.com/games/playman2/stormfall,www.kongregate.com/games/playman2/stormfall,2,1,0,yes,2014-09-05,2014-09-05,4,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Baby Talking Tom Bathing,http://www.kongregate.com/games/wowsomegames/baby-talking-tom-bathing,www.kongregate.com/games/wowsomegames/baby-talking-tom-bathing,2,1,0,yes,2014-09-12,2014-09-12,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Caralhinhos Voadores - Age Of Delicia,http://www.kongregate.com/games/maxwell06/caralhinhos-voadores-age-of-delicia,www.kongregate.com/games/maxwell06/caralhinhos-voadores-age-of-delicia,2,1,0,yes,2014-10-03,2014-10-03,2,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,path of the wingman,http://www.kongregate.com/games/fckn/path-of-the-wingman,www.kongregate.com/games/fckn/path-of-the-wingman,2,1,0,yes,2014-10-24,2014-10-24,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Animator Vs Animation (BETA),http://www.kongregate.com/games/MyLittle1/animator-vs-animation-beta,www.kongregate.com/games/mylittle1/animator-vs-animation-beta,2,1,0,yes,2015-09-09,2015-09-09,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,jhghj,http://www.kongregate.com/games/Ladybugluver/jhghj,www.kongregate.com/games/ladybugluver/jhghj,2,1,0,yes,2016-07-07,2016-07-07,2,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Dead Frontier,http://www.kongregate.com/games/PanRobercik/dead-frontier,www.kongregate.com/games/panrobercik/dead-frontier,2,1,0,yes,2016-08-05,2016-08-05,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Ballamos,http://www.kongregate.com/games/SherOnDale13/ballamos,www.kongregate.com/games/sherondale13/ballamos,2,1,0,yes,2016-09-23,2016-09-23,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Finger Spinner Online,http://www.kongregate.com/games/mafagames/finger-spinner-online,www.kongregate.com/games/mafagames/finger-spinner-online,2,1,0,yes,2017-06-16,2017-06-16,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Raze 3,http://www.kongregate.com/games/CoralCnora/raze-3,www.kongregate.com/games/coralcnora/raze-3,2,1,0,yes,2017-09-30,2017-09-30,3,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
html_without_explicit_count,1,Register Simulator,http://www.kongregate.com/games/cheffplayer2/register-simulator,www.kongregate.com/games/cheffplayer2/register-simulator,3,1,0,yes,2014-09-20,2014-09-20,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Pokemon Kill 4,http://www.kongregate.com/games/NigelBoydMartin/pokemon-kill-4,www.kongregate.com/games/nigelboydmartin/pokemon-kill-4,3,1,0,yes,2014-10-09,2014-10-09,1,5,0,2,2,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,ATV Ride 2016,http://www.kongregate.com/games/rheyank/atv-ride-2016,www.kongregate.com/games/rheyank/atv-ride-2016,3,1,0,yes,2016-08-20,2016-08-20,2,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,SUV Car Cartoon Puzzle,http://www.kongregate.com/games/natalibt/suv-car-cartoon-puzzle,www.kongregate.com/games/natalibt/suv-car-cartoon-puzzle,3,1,0,yes,2016-10-10,2016-10-10,1,3,0,3,3,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Boat Rush,http://www.kongregate.com/games/mafagames/boat-rush,www.kongregate.com/games/mafagames/boat-rush,3,1,0,yes,2017-05-16,2017-05-16,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Defense Math,http://www.kongregate.com/games/mafagames/defense-math,www.kongregate.com/games/mafagames/defense-math,3,1,0,yes,2017-06-16,2017-06-16,1,4,0,3,1,2,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,as3 Shootorial #1,http://www.kongregate.com/games/Max_Raze/as3-shootorial-1,www.kongregate.com/games/max_raze/as3-shootorial-1,3,1,0,yes,2017-08-25,2017-08-25,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,CBS:Escape from the Mall,http://www.kongregate.com/games/cFreak19/cbs-escape-from-the-mall,www.kongregate.com/games/cfreak19/cbs-escape-from-the-mall,3,1,0,yes,2021-11-12,2021-11-12,1,2,0,2,1,1,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
no_page_cdx_rows,1,AstroLords,http://www.kongregate.com/games/rub_en02/astrolords,www.kongregate.com/games/rub_en02/astrolords,3,1,0,yes,2014-09-05,2014-09-05,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,A Kongergate Special,http://www.kongregate.com/games/NickJ66/a-kongergate-special,www.kongregate.com/games/nickj66/a-kongergate-special,3,1,0,yes,2014-10-03,2014-10-03,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Session Key Viewer,http://www.kongregate.com/games/disposableernst/session-key-viewer,www.kongregate.com/games/disposableernst/session-key-viewer,3,1,0,yes,2015-09-15,2015-09-15,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Vape Naysh Vs The Memes Beta1,http://www.kongregate.com/games/Life_Glug/vape-naysh-vs-the-memes-beta1,www.kongregate.com/games/life_glug/vape-naysh-vs-the-memes-beta1,3,1,0,yes,2016-06-05,2016-06-05,2,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Dot Snap Battle,http://www.kongregate.com/games/odiusfly/dot-snap-battle,www.kongregate.com/games/odiusfly/dot-snap-battle,3,1,0,yes,2017-09-20,2017-09-20,2,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
html_without_explicit_count,1,Simple Platformer,http://www.kongregate.com/games/C00MZY/simple-platformer,www.kongregate.com/games/c00mzy/simple-platformer,4,1,0,yes,2014-11-11,2014-11-11,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Doom II: Hell on Earth,http://www.kongregate.com/games/predbannik/doom-ii-hell-on-earth,www.kongregate.com/games/predbannik/doom-ii-hell-on-earth,4,1,0,yes,2015-09-09,2015-09-09,2,3,0,3,3,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,DoodiaMan Find Wife,http://www.kongregate.com/games/feicaigames/doodiaman-find-wife,www.kongregate.com/games/feicaigames/doodiaman-find-wife,4,1,0,yes,2016-01-02,2016-01-02,2,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,1p.Story: Death,http://www.kongregate.com/games/isketchworks/1p-story-death,www.kongregate.com/games/isketchworks/1p-story-death,4,1,0,yes,2016-03-16,2016-03-16,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,BMW M5 E34,http://www.kongregate.com/games/natalibt/bmw-m5-e34,www.kongregate.com/games/natalibt/bmw-m5-e34,4,1,0,yes,2016-05-06,2016-05-06,1,6,0,3,1,2,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Super Mario Worlds Ep.1: The Dark World (SMB Fan-made Game),http://www.kongregate.com/games/yvolcano4/super-mario-worlds-ep-1-the-dark-world-smb-fan-made-game,www.kongregate.com/games/yvolcano4/super-mario-worlds-ep-1-the-dark-world-smb-fan-made-game,4,1,0,yes,2016-09-23,2016-09-23,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Mr.Miner,http://www.kongregate.com/games/LinhVo1611/mr-miner,www.kongregate.com/games/linhvo1611/mr-miner,4,1,0,yes,2017-05-16,2017-05-16,1,5,0,4,4,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Kung Fu Adventure,http://www.kongregate.com/games/thunderstorm38/kung-fu-adventure,www.kongregate.com/games/thunderstorm38/kung-fu-adventure,4,1,0,yes,2017-07-28,2017-07-28,1,5,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
no_page_cdx_rows,1,Rise of Mythos,http://www.kongregate.com/games/evrybody_02/rise-of-mythos,www.kongregate.com/games/evrybody_02/rise-of-mythos,4,1,0,yes,2014-09-19,2014-09-19,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Balls Vs Blocks Online,http://www.kongregate.com/games/mafagames/balls-vs-blocks-online,www.kongregate.com/games/mafagames/balls-vs-blocks-online,4,1,0,yes,2017-06-16,2017-06-16,2,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
html_without_explicit_count,1,My Line Of Sight attempt from Construct 2,http://www.kongregate.com/games/LeBanging/my-line-of-sight-attempt-from-construct-2,www.kongregate.com/games/lebanging/my-line-of-sight-attempt-from-construct-2,5,1,0,yes,2014-09-26,2014-09-26,2,3,0,3,3,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Burnt Plate,http://www.kongregate.com/games/Courador/burnt-plate,www.kongregate.com/games/courador/burnt-plate,5,1,0,yes,2014-10-04,2014-10-04,1,5,0,5,1,4,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Whitewash,http://www.kongregate.com/games/GraveDangerGames/whitewash,www.kongregate.com/games/gravedangergames/whitewash,5,1,0,yes,2016-02-02,2016-02-02,1,7,0,3,3,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Create your face with this stupid game,http://www.kongregate.com/games/danwon67/create-your-face-with-this-stupid-game,www.kongregate.com/games/danwon67/create-your-face-with-this-stupid-game,5,1,0,yes,2016-07-27,2016-07-27,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Viking Workout,http://www.kongregate.com/games/mobilTR/viking-workout,www.kongregate.com/games/mobiltr/viking-workout,5,1,0,yes,2017-11-06,2017-11-06,2,2,0,2,2,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
no_page_cdx_rows,1,E-Sim,http://www.kongregate.com/games/evrybody_02/e-sim,www.kongregate.com/games/evrybody_02/e-sim,5,1,0,yes,2014-09-19,2014-09-19,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,I'ts a lamp?,http://www.kongregate.com/games/EdoByte/its-a-lamp,www.kongregate.com/games/edobyte/its-a-lamp,5,1,0,yes,2014-10-29,2014-10-29,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Una Chief: The Great Adventure,http://www.kongregate.com/games/UCEG/una-chief-the-great-adventure,www.kongregate.com/games/uceg/una-chief-the-great-adventure,5,1,0,yes,2014-12-17,2014-12-17,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Spacebar v0.1,http://www.kongregate.com/games/SidBiafra/spacebar-v0-1,www.kongregate.com/games/sidbiafra/spacebar-v0-1,5,1,0,yes,2015-12-05,2015-12-05,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,idk,http://www.kongregate.com/games/dakota1324/idk,www.kongregate.com/games/dakota1324/idk,5,1,0,yes,2016-02-17,2016-02-17,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Super Casual,http://www.kongregate.com/games/canvasgames/super-casual,www.kongregate.com/games/canvasgames/super-casual,5,1,0,yes,2016-03-16,2016-03-16,2,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Ghoul be Gone Demo,http://www.kongregate.com/games/PhoenixSong75/ghoul-be-gone-demo,www.kongregate.com/games/phoenixsong75/ghoul-be-gone-demo,5,1,0,yes,2016-03-20,2016-03-20,2,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,UFC 198 Live Stream - Werdum vs Miocic,http://www.kongregate.com/games/ketroketro/test-ufc-198-live-stream-werdum-vs-miocic,www.kongregate.com/games/ketroketro/test-ufc-198-live-stream-werdum-vs-miocic,5,1,0,yes,2016-05-15,2016-05-15,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,quangjing,http://www.kongregate.com/games/1207732597/quangjing,www.kongregate.com/games/1207732597/quangjing,5,1,0,yes,2016-06-22,2016-06-22,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Hired Ops — New Dynamic Online Shooter,http://www.kongregate.com/games/MunimShaikh932/hired-ops-new-dynamic-online-shooter,www.kongregate.com/games/munimshaikh932/hired-ops-new-dynamic-online-shooter,5,1,0,yes,2016-10-30,2016-10-30,2,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
html_without_explicit_count,1,RPgTest,http://www.kongregate.com/games/Nicolo974jtm34/rpgtest,www.kongregate.com/games/nicolo974jtm34/rpgtest,6,2,0,yes,2014-10-03,2014-10-04,6,2,0,2,2,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Peppa Zoo Decor,http://www.kongregate.com/games/lemonindieg/peppa-zoo-decor,www.kongregate.com/games/lemonindieg/peppa-zoo-decor,6,1,0,yes,2014-10-13,2014-10-13,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Mining Truck,http://www.kongregate.com/games/xiatiandaole/mining-truck,www.kongregate.com/games/xiatiandaole/mining-truck,6,2,0,yes,2014-10-17,2014-10-18,6,2,0,2,2,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Bubble Shooter Rotation Xmas,http://www.kongregate.com/games/omkara/bubble-shooter-rotation-xmas,www.kongregate.com/games/omkara/bubble-shooter-rotation-xmas,6,1,0,yes,2015-12-18,2015-12-18,1,8,0,8,8,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,The Super Casual Game,http://www.kongregate.com/games/esaffer/the-super-casual-game,www.kongregate.com/games/esaffer/the-super-casual-game,6,1,0,yes,2016-03-16,2016-03-16,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,EndGame,http://www.kongregate.com/games/SnowdonGames/endgame,www.kongregate.com/games/snowdongames/endgame,6,1,0,yes,2016-07-27,2016-07-27,1,4,0,2,2,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,American Cars Memory,http://www.kongregate.com/games/natalibt/american-cars-memory,www.kongregate.com/games/natalibt/american-cars-memory,6,1,0,yes,2017-05-25,2017-05-25,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Naruto Suspend,http://www.kongregate.com/games/thunderstorm38/naruto-suspend,www.kongregate.com/games/thunderstorm38/naruto-suspend,6,1,0,yes,2017-07-28,2017-07-28,2,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Seasonal Farming,http://www.kongregate.com/games/phacanu/seasonal-farming,www.kongregate.com/games/phacanu/seasonal-farming,6,1,0,yes,2017-08-25,2017-08-25,1,4,0,3,3,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
html_without_explicit_count,1,Blocky Warrior,http://www.kongregate.com/games/mobilTR/blocky-warrior,www.kongregate.com/games/mobiltr/blocky-warrior,6,1,0,yes,2017-11-06,2017-11-06,1,1,0,1,1,0,Probe adjacent archived JSON/API routes; cached HTML appears to rely on JavaScript-injected metrics.
no_page_cdx_rows,1,AstroWorlds,http://www.kongregate.com/games/bystudio02/astroworlds,www.kongregate.com/games/bystudio02/astroworlds,6,1,0,yes,2014-08-29,2014-08-29,2,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Teste mark 2,http://www.kongregate.com/games/MateusF29/teste-mark-2,www.kongregate.com/games/mateusf29/teste-mark-2,6,1,0,yes,2015-09-30,2015-09-30,1,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,quang,http://www.kongregate.com/games/1207732597/quang,www.kongregate.com/games/1207732597/quang,6,1,0,yes,2016-06-22,2016-06-22,2,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
no_page_cdx_rows,1,Will's Quest For Cheese,http://www.kongregate.com/games/thebartyparty/wills-quest-for-cheese,www.kongregate.com/games/thebartyparty/wills-quest-for-cheese,6,1,0,yes,2016-10-18,2016-10-18,2,0,0,0,0,0,Escalate to alternate count sources; checked page URL variants have no usable CDX rows.
